INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID
09-01-2014,08-01-2015,8,1202,917960.76,7639.67,5000032073,2006,6.2,Pick-up,2494,TOYOTA,Own Goods,
09-01-2013,08-01-2014,8,1202,917960.76,5578.26,5000032073,2006,6.2,Pick-up,2494,TOYOTA,Own Goods,39443
09-01-2012,08-01-2013,8,1202,917960.76,5950.82,5000032073,2006,6.2,Pick-up,2494,TOYOTA,Own Goods,
10-06-2012,09-06-2013,12,1202,352000,6242.19,5000032107,2008,399,Trailers and semitrailers,0,MESFIN,General Cartage,
08-07-2013,07-07-2014,13,1202,0,1822.6,5000032394,2006,7,Station Wagones,4146,TOYOTA,Private,
08-07-2012,07-07-2013,95,1201,725000,6544.25,5000032394,2006,7,Station Wagones,4146,TOYOTA,Private,
08-07-2011,07-07-2012,95,1201,740000,8747.585,5000032394,2006,7,Station Wagones,4146,TOYOTA,Private,
10-06-2012,09-06-2013,12,1202,352000,6748.87,5000032086,2008,399,Trailers and semitrailers,0,SCHMITZ,General Cartage,
25-12-2013,24-12-2014,12,1202,1600000,47104.86,5000032426,2007,17006,Tanker,13798,IVECO,General Cartage,
25-12-2012,24-12-2013,12,1202,1600000,45358.99,5000032426,2007,17006,Tanker,13798,IVECO,General Cartage,
06-09-2011,05-09-2012,7,1202,0,33953.539,5000032426,2007,17006,Tanker,13798,IVECO,General Cartage,1117805
25-12-2013,24-12-2014,12,1202,400000,12672.45,5000032428,2007,25994,Trailers and semitrailers,0,MARU,General Cartage,
25-12-2012,24-12-2013,12,1202,400000,11764.23,5000032428,2007,25994,Trailers and semitrailers,0,MARU,General Cartage,
06-09-2011,05-09-2012,7,1202,358800,10066.908,5000032428,2007,25994,Trailers and semitrailers,0,MARU,General Cartage,558902.5
08-07-2013,07-07-2014,94,1202,0,106.73,5000032442,1982,,Tractor,0,ZZ,Own Goods,
08-07-2012,07-07-2013,94,1202,0,690.28,5000032442,1982,,Tractor,0,ZZ,Own Goods,
08-07-2011,07-07-2012,94,1202,0,525.575,5000032442,1982,,Tractor,0,ZZ,Own Goods,
10-06-2012,09-06-2013,12,1202,686000,8534.41,5000032090,2008,97261,Truck,9780,NISSAN,General Cartage,
08-07-2012,07-07-2013,94,1202,0,703.62,5000032443,1982,15,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,540.595,5000032443,1982,15,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032463,1982,,Tractor,0,NATFA,Own Goods,
08-07-2012,07-07-2013,94,1202,0,690.28,5000032463,1982,,Tractor,0,NATFA,Own Goods,
08-07-2011,07-07-2012,94,1202,0,513.905,5000032463,1982,,Tractor,0,NATFA,Own Goods,
10-06-2012,09-06-2013,12,1202,352000,6242.19,5000032097,2008,399,Trailers and semitrailers,0,MESFIN,General Cartage,649439.43
10-06-2012,09-06-2013,12,1202,686000,9178,5000032098,2008,97.5,Truck,9726,IVECO,General Cartage,
10-06-2012,09-06-2013,12,1202,352000,7319.73,5000032103,2008,399,Trailers and semitrailers,0,MESFIN,General Cartage,222048
08-07-2013,07-07-2014,94,1202,0,118.4,5000032469,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,696.95,5000032469,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,527.245,5000032469,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032474,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,690.28,5000032474,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,513.905,5000032474,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032478,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,723.98,5000032478,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,106.73,5000032478,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032483,1984,15,Tractor,0,FIAT,Agricultural Own Farm,
08-07-2012,07-07-2013,94,1202,0,690.28,5000032483,1984,15,Tractor,0,FIAT,Agricultural Own Farm,
08-07-2011,07-07-2012,94,1202,0,513.905,5000032483,1984,15,Tractor,0,FIAT,Agricultural Own Farm,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032485,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,723.98,5000032485,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,113.4,5000032485,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,113.4,5000032488,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,730.65,5000032488,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,120.07,5000032488,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,113.4,5000032501,1982,0,Tractor,0,ZZ,Own Goods,
08-07-2012,07-07-2013,94,1202,0,696.95,5000032501,1982,0,Tractor,0,ZZ,Own Goods,
08-07-2011,07-07-2012,94,1202,0,527.245,5000032501,1982,0,Tractor,0,ZZ,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032503,1984,0,Tractor,0,FIAT,Agricultural Own Farm,
08-07-2012,07-07-2013,94,1202,0,723.98,5000032503,1984,0,Tractor,0,FIAT,Agricultural Own Farm,
08-07-2011,07-07-2012,94,1202,0,106.73,5000032503,1984,0,Tractor,0,FIAT,Agricultural Own Farm,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032506,1982,7,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,745.98,5000032506,1982,7,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,513.905,5000032506,1982,7,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032512,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,723.98,5000032512,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,106.73,5000032512,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032513,1982,,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,659.23,5000032513,1982,,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,513.905,5000032513,1982,,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032515,1982,50,Tractor,0,NATFA,Own Goods,
08-07-2012,07-07-2013,94,1202,0,690.28,5000032515,1982,50,Tractor,0,NATFA,Own Goods,
08-07-2011,07-07-2012,94,1202,0,518.905,5000032515,1982,50,Tractor,0,NATFA,Own Goods,
08-07-2013,07-07-2014,9,1202,650000,16846.22,5000032698,2007,25,Bus,4214,MITSUBISHI,Fare Paying Passengers,
08-07-2012,07-07-2013,9,1202,650000,17776.16,5000032698,2007,25,Bus,4214,MITSUBISHI,Fare Paying Passengers,
08-07-2011,07-07-2012,9,1202,650000,18705.86,5000032698,2007,25,Bus,4214,MITSUBISHI,Fare Paying Passengers,
08-07-2013,07-07-2014,9,1202,354598.13,10070.72,5000032710,2007,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
08-07-2012,07-07-2013,9,1202,650000,16846.22,5000032710,2007,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
08-07-2011,07-07-2012,9,1202,650000,17775.91,5000032710,2007,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
07-08-2013,06-08-2014,11,1202,350000,6151.75,5000032881,2007,56.2,Truck,0,NISSAN,Own Goods,
07-08-2012,06-08-2013,11,1202,350000,6151.75,5000032881,2007,56.2,Truck,0,NISSAN,Own Goods,
07-08-2011,06-08-2012,11,1202,350000,4365.2,5000032881,2007,56.2,Truck,0,NISSAN,Own Goods,
22-10-2012,21-10-2013,11,1202,1656000,35794.445,5000029626,2006,200,Truck,12503,NISSAN,General Cartage,
22-10-2011,21-10-2012,11,1202,1656000,40783.7,5000029626,2006,200,Truck,12503,NISSAN,General Cartage,
08-07-2013,07-07-2014,11,1201,450000,6558.65,5000029806,1996,,Automobile,4164,TOYOTA,Private,
08-07-2012,07-07-2013,11,1201,450000,6558.65,5000029806,1996,,Automobile,4164,TOYOTA,Private,
08-08-2011,07-07-2012,11,1201,184437,3025.23,5000029806,1996,,Automobile,4164,TOYOTA,Private,
08-07-2011,07-08-2011,3,1201,184437,156.04,5000029806,1996,,Automobile,4164,TOYOTA,Private,
08-07-2011,07-08-2011,3,1201,75000,63.45,5000029816,1988,,Automobile,0,TOYOTA,Private,
08-07-2011,07-08-2011,3,1201,75000,63.45,5000029818,1985,,Automobile,0,TOYOTA,Private,
08-07-2011,07-08-2011,3,1201,75000,63.45,5000029821,1985,,Automobile,0,TOYOTA,Private,
08-07-2013,07-07-2014,11,1201,1700000,22138.65,5000029824,2009,,Station Wagones,4164,TOYOTA,Private,
08-07-2012,07-07-2013,11,1201,1700000,22138.65,5000029824,2009,,Station Wagones,4164,TOYOTA,Private,
08-08-2011,07-07-2012,11,1201,2200000,26097.19,5000029824,2009,,Station Wagones,4164,TOYOTA,Private,
08-07-2011,07-08-2011,3,1201,2200000,1861.26,5000029824,2009,,Station Wagones,4164,TOYOTA,Private,
08-07-2013,07-07-2014,8,1202,800000,42029.1,5000030636,2000,4,Bus,4164,TOYOTA,Own service,
08-07-2012,07-07-2013,8,1202,800000,33842.77,5000030636,2000,4,Bus,4164,TOYOTA,Own service,15000
08-07-2011,07-07-2012,8,1202,270000,15375.324,5000030636,2000,4,Bus,4164,TOYOTA,Own service,
08-07-2013,07-07-2014,8,1202,431157,12366.9,5000030641,2004,24,Bus,4214,MITSUBISHI,Own service,
08-07-2012,07-07-2013,8,1202,431157,13502.21,5000030641,2004,24,Bus,4214,MITSUBISHI,Own service,
08-07-2011,07-07-2012,8,1202,431157,13909.581,5000030641,2004,24,Bus,4214,MITSUBISHI,Own service,
25-12-2013,24-12-2014,13,1202,0,726.75,5000031159,1992,7,Pick-up,2000,TOYOTA,Own Goods,
04-01-2013,03-01-2014,13,1202,0,726.75,5000031159,1992,7,Pick-up,2000,TOYOTA,Own Goods,
19-08-2011,18-08-2012,7,1202,100000,2075.03,5000031159,1992,7,Pick-up,2000,TOYOTA,Own Goods,
11-12-2012,10-12-2013,11,1201,300000,3788.83,5000031187,2009,,Automobile,1292,ABAY,Private,188583.72
11-12-2011,10-12-2012,11,1201,300000,4004.7,5000031187,2009,,Automobile,1292,ABAY,Private,
12-12-2012,11-12-2013,2,1202,157500,5418.049,5000031208,1995,229,Trailers and semitrailers,0,ROLFO,General Cartage,
08-12-2011,07-12-2012,2,1202,157500,5372.959,5000031208,1995,229,Trailers and semitrailers,0,ROLFO,General Cartage,
07-08-2013,06-08-2014,12,1201,120000,2078.69,5000031218,1990,10,Automobile,1300,TOYOTA,Private,
07-08-2012,06-08-2013,12,1201,120000,1714.53,5000031218,1990,10,Automobile,1300,TOYOTA,Private,
21-08-2011,20-08-2012,10,1202,500000,14473.471,5000031256,2005,0,Bus,0,TOYOTA,Fare Paying Passengers,
07-07-2012,06-07-2013,10,1202,873000,24264.62,5000031269,2010,0,Truck,8226,ISUZU,General Cartage,
07-07-2011,06-07-2012,10,1202,873000,23485.15,5000031269,2010,0,Truck,8226,ISUZU,General Cartage,
08-07-2013,07-07-2014,85,1201,383200,3818.43,5000031492,2008,,Automobile,1300,MITSUBISHI,Private,
08-07-2012,07-07-2013,85,1201,383200,3708.18,5000031492,2008,,Automobile,1300,MITSUBISHI,Private,9308.99
08-07-2011,07-07-2012,85,1201,383200,4083.058,5000031492,2008,,Automobile,1300,MITSUBISHI,Private,
08-07-2013,07-07-2014,79,1201,200000,3164.45,5000031742,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3164.45,5000031742,1988,,Automobile,1270,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,165000,2019.898,5000031742,1988,,Automobile,1270,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,915000,12326.13,5000031743,2000,,Automobile,4164,TOYOTA,Private,
08-07-2012,07-07-2013,79,1201,915000,12326.13,5000031743,2000,,Automobile,4164,TOYOTA,Private,
08-07-2011,07-07-2012,79,1201,915000,9495.818,5000031743,2000,,Automobile,4164,TOYOTA,Private,
08-07-2013,07-07-2014,79,1201,110000,2041.97,5000031744,1984,,Automobile,1390,RENAULT,Private,
08-07-2012,07-07-2013,79,1201,110000,2041.97,5000031744,1984,,Automobile,1390,RENAULT,Private,
08-07-2011,07-07-2012,79,1201,156839.36,1938.608,5000031744,1984,,Automobile,1390,RENAULT,Private,
08-07-2013,07-07-2014,79,1201,250000,3987.15,5000031745,1984,,Automobile,2559,MITSUBISHI,Private,
08-07-2012,07-07-2013,79,1201,250000,3987.15,5000031745,1984,,Automobile,2559,MITSUBISHI,Private,
08-07-2011,07-07-2012,79,1201,48100,804.563,5000031745,1984,,Automobile,2559,MITSUBISHI,Private,
08-07-2013,07-07-2014,79,1201,56787.16,1556.5,5000031746,1988,,Automobile,4169,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,56787.16,1556.5,5000031746,1988,,Automobile,4169,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,56787.16,565.67,5000031746,1988,,Automobile,4169,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,300000,4521.65,5000031747,1990,,Automobile,1570,MITSUBISHI,Private,
08-07-2012,07-07-2013,79,1201,300000,4521.65,5000031747,1990,,Automobile,1570,MITSUBISHI,Private,
08-07-2011,07-07-2012,79,1201,48100,919.018,5000031747,1990,,Automobile,1570,MITSUBISHI,Private,
08-07-2013,07-07-2014,79,1201,180000,3004.11,5000031748,1990,,Automobile,2237,TOYOTA,Private,
08-07-2012,07-07-2013,79,1201,180000,3004.11,5000031748,1990,,Automobile,2237,TOYOTA,Private,
08-07-2011,07-07-2012,79,1201,49566.29,493.74,5000031748,1990,,Automobile,2237,TOYOTA,Private,
08-07-2013,07-07-2014,79,1201,280000,4428.41,5000031749,1988,,Station Wagones,4164,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,280000,4428.41,5000031749,1988,,Station Wagones,4164,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,0,1095.847,5000031749,1988,,Station Wagones,4164,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,250000,3921.15,5000031750,1990,,Automobile,3956,TOYOTA,Private,
08-07-2012,07-07-2013,79,1201,250000,3921.15,5000031750,1990,,Automobile,3956,TOYOTA,Private,
08-07-2011,07-07-2012,79,1201,49556.29,493.64,5000031750,1990,,Automobile,3956,TOYOTA,Private,
23-09-2013,22-09-2014,11,1201,400000,4800,5000031751,1990,10,Station Wagones,3956,TOYOTA,Private,
23-09-2012,22-09-2013,11,1201,400000,4565,5000031751,1990,10,Station Wagones,3956,TOYOTA,Private,
08-07-2012,07-07-2013,79,1201,590000,8161.63,5000031751,1990,10,Station Wagones,3956,TOYOTA,Private,
23-09-2011,22-09-2012,11,1201,400000,4560,5000031751,1990,10,Station Wagones,3956,TOYOTA,Private,
08-07-2011,07-07-2012,79,1201,590000,5877.12,5000031751,1990,10,Station Wagones,3956,TOYOTA,Private,
23-09-2013,22-09-2014,11,1201,400000,4805,5000031752,1990,10,Station Wagones,3956,TOYOTA,Private,
23-09-2012,22-09-2013,11,1201,400000,4560,5000031752,1990,10,Station Wagones,3956,TOYOTA,Private,
23-09-2011,22-09-2012,11,1201,400000,4560,5000031752,1990,10,Station Wagones,3956,TOYOTA,Private,
08-07-2011,07-07-2012,79,1201,590000,5877.12,5000031752,1990,10,Station Wagones,3956,TOYOTA,Private,
08-07-2013,07-07-2014,79,1201,400000,5835.95,5000031753,1990,,Automobile,3956,TOYOTA,Private,
08-07-2012,07-07-2013,79,1201,400000,5835.95,5000031753,1990,,Automobile,3956,TOYOTA,Private,
08-07-2011,07-07-2012,79,1201,0,6355.795,5000031753,1990,,Automobile,3956,TOYOTA,Private,
08-07-2013,07-07-2014,79,1201,110000,2041.97,5000031754,1984,,Automobile,1390,RENAULT,Private,
08-07-2012,07-07-2013,79,1201,110000,2041.97,5000031754,1984,,Automobile,1390,RENAULT,Private,
08-07-2011,07-07-2012,79,1201,156839.36,1938.608,5000031754,1984,,Automobile,1390,RENAULT,Private,
08-07-2013,07-07-2014,79,1201,110000,2041.97,5000031755,1984,,Automobile,1390,RENAULT,Private,
08-07-2012,07-07-2013,79,1201,110000,2041.97,5000031755,1984,,Automobile,1390,RENAULT,Private,51704.22
08-07-2011,07-07-2012,79,1201,156839.36,1938.608,5000031755,1984,,Automobile,1390,RENAULT,Private,
08-07-2013,07-07-2014,79,1201,200000,3164.45,5000031756,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3174.45,5000031756,1988,,Automobile,1270,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,165000,2019.898,5000031756,1988,,Automobile,1270,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,160000,2665.57,5000031757,1984,,Automobile,1588,TOYOTA,Private,
08-07-2012,07-07-2013,79,1201,160000,2665.57,5000031757,1984,,Automobile,1588,TOYOTA,Private,
08-07-2011,07-07-2012,79,1201,80000,1173.198,5000031757,1984,,Automobile,1588,TOYOTA,Private,
08-07-2013,07-07-2014,79,1201,200000,3164.45,5000031758,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3164.45,5000031758,1988,,Automobile,1270,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,165000,2019.898,5000031758,1988,,Automobile,1270,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,200000,3169.45,5000031762,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3169.45,5000031762,1988,,Automobile,1270,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,165000,2019.898,5000031762,1988,,Automobile,1270,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,200000,3164.45,5000031763,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3164.45,5000031763,1988,,Automobile,1270,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,165000,2019.898,5000031763,1988,,Automobile,1270,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,200000,3164.45,5000031766,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3164.45,5000031766,1988,,Automobile,1270,NISSAN,Private,3450
08-07-2011,07-07-2012,79,1201,165000,2019.898,5000031766,1988,,Automobile,1270,NISSAN,Private,14516
08-07-2013,07-07-2014,79,1201,200000,3164.45,5000031768,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3164.45,5000031768,1988,,Automobile,1270,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,165000,1643.6,5000031768,1988,,Automobile,1270,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,110000,2041.97,5000031771,2011,0,Special construction,4164,INTERNATIONAL USE,Own service,
08-07-2012,07-07-2013,79,1201,110000,2041.97,5000031771,2011,0,Special construction,4164,INTERNATIONAL USE,Own service,
08-07-2011,07-07-2012,79,1201,70000,1073.588,5000031771,2011,0,Special construction,4164,INTERNATIONAL USE,Own service,
08-07-2013,07-07-2014,79,1201,400000,5884.95,5000031772,1990,,Automobile,3956,TOYOTA,Private,
08-07-2012,07-07-2013,79,1201,400000,5879.95,5000031772,1990,,Automobile,3956,TOYOTA,Private,
08-07-2011,07-07-2012,79,1201,590000,6253.418,5000031772,1990,,Automobile,3956,TOYOTA,Private,
08-07-2013,07-07-2014,79,1201,200000,3164.45,5000031774,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3164.45,5000031774,1988,,Automobile,1270,NISSAN,Private,4600
23-09-2011,22-09-2012,11,1201,150000,1710,5000031774,1988,,Automobile,1270,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,165000,1643.6,5000031774,1988,,Automobile,1270,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,200000,3164.45,5000031776,1988,,Automobile,1270,NISSAN,Private,
08-07-2012,07-07-2013,79,1201,200000,3164.45,5000031776,1988,,Automobile,1270,NISSAN,Private,
08-07-2011,07-07-2012,79,1201,165000,2024.898,5000031776,1988,,Automobile,1270,NISSAN,Private,
08-07-2013,07-07-2014,79,1201,20000,482.79,5000031778,1999,,Motor-cycle,183,SUZUKI,Own service,
08-07-2012,07-07-2013,79,1201,20000,466.29,5000031778,1999,,Motor-cycle,183,SUZUKI,Own service,
08-07-2011,07-07-2012,79,1201,21381.08,217.98,5000031778,1999,,Motor-cycle,183,SUZUKI,Own service,
08-07-2012,07-07-2013,87,1202,1250000,19038.84,5000031943,2006,154,Truck,0,IVECO,Own Goods,
08-07-2011,07-07-2012,87,1202,1250000,18213.557,5000031943,2006,154,Truck,0,IVECO,Own Goods,
08-07-2012,07-07-2013,87,1202,255000,4146.3,5000031945,2004,6,Pick-up,2402,FORD,Own Goods,
08-07-2011,07-07-2012,87,1202,255000,3882.754,5000031945,2004,6,Pick-up,2402,FORD,Own Goods,
08-07-2012,07-07-2013,87,1202,295000,4683.48,5000031959,1995,6,Pick-up,4164,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,295000,4419.934,5000031959,1995,6,Pick-up,4164,TOYOTA,Own Goods,8050.67
08-07-2012,07-07-2013,87,1202,422708.15,7773.54,5000031960,1990,130,Truck,0,MERCEEDES,Own Goods,
08-07-2011,07-07-2012,87,1202,422708.15,7005.193,5000031960,1990,130,Truck,0,MERCEEDES,Own Goods,
08-07-2012,07-07-2013,87,1202,234315,3481.3,5000031968,2010,232,Trailers and semitrailers,0,MESFIN,Own Goods,
08-07-2011,07-07-2012,87,1202,234315,3364.896,5000031968,2010,232,Trailers and semitrailers,0,MESFIN,Own Goods,
21-11-2013,20-11-2014,13,1202,0,804.85,5000029641,1971,0,Automobile,1648,PEUGEOT,Taxi,
21-11-2012,20-11-2013,12,1202,0,804.85,5000029641,1971,0,Automobile,1648,PEUGEOT,Taxi,
28-08-2012,27-08-2013,8,1201,72345.93,1793.81,5000029641,1971,0,Automobile,1648,PEUGEOT,Taxi,
07-01-2014,06-01-2015,14,1202,0,1940.05,5000029957,1972,57.3,Truck,5184,FIAT,General Cartage,
24-07-2012,23-07-2013,5,1202,0,1851.8,5000029957,1972,57.3,Truck,5184,FIAT,General Cartage,
24-07-2011,23-07-2012,5,1202,0,2197.789,5000029957,1972,57.3,Truck,5184,FIAT,General Cartage,
13-10-2012,12-10-2013,28,1201,220000,3673.45,5000030499,2010,,Automobile,1292,ABAY,Private,7177.01
13-10-2011,12-10-2012,28,1201,220000,3047.9,5000030499,2010,,Automobile,1292,ABAY,Private,5950
05-10-2011,04-10-2012,59,1201,149500,3763.14,5000030522,1986,,Automobile,1296,TOYOTA,Private,
25-08-2013,24-08-2014,11,1201,320000,3629.13,5000030644,2006,,Automobile,1796,SUZUKI,Private,
25-08-2012,24-08-2013,11,1201,320000,3585.13,5000030644,2006,,Automobile,1796,SUZUKI,Private,
25-08-2011,24-08-2012,11,1201,320000,3376.001,5000030644,2006,,Automobile,1796,SUZUKI,Private,
08-07-2013,07-07-2014,9,1202,0,2709.18,5000030802,1999,21,Bus,4164,TOYOTA,Own service,
08-07-2012,07-07-2013,9,1202,0,2743.32,5000030802,1999,21,Bus,4164,TOYOTA,Own service,
08-07-2011,07-07-2012,9,1202,0,2168.675,5000030802,1999,21,Bus,4164,TOYOTA,Own service,
08-07-2013,07-07-2014,9,1202,0,2704.18,5000030811,1999,21,Bus,4164,TOYOTA,Own service,110404.8
08-07-2012,07-07-2013,9,1202,0,2748.32,5000030811,1999,21,Bus,4164,TOYOTA,Own service,
08-07-2011,07-07-2012,9,1202,0,2168.675,5000030811,1999,21,Bus,4164,TOYOTA,Own service,
08-07-2013,07-07-2014,9,1202,0,2709.18,5000030812,1999,21,Bus,4164,TOYOTA,Own service,
08-07-2012,07-07-2013,9,1202,0,2748.32,5000030812,1999,21,Bus,4164,TOYOTA,Own service,
08-07-2011,07-07-2012,9,1202,0,2178.675,5000030812,1999,21,Bus,4164,TOYOTA,Own service,
08-07-2011,07-08-2011,11,1202,230000,127.89,5000030821,2000,,Pick-up,0,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,230000,3810.55,5000031978,2010,7,Pick-up,2779,TOYOTA,Own Goods,1740
08-07-2011,07-07-2012,87,1202,230000,3547.004,5000031978,2010,7,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,265000,5113.29,5000031980,2010,30,Truck,2779,MERCEEDES,Own Goods,
08-07-2011,07-07-2012,87,1202,265000,4544.032,5000031980,2010,30,Truck,2779,MERCEEDES,Own Goods,
08-07-2012,07-07-2013,87,1202,230000,5495.75,5000031981,2010,300,Truck,0,ISUZU,Own Goods,
08-07-2011,07-07-2012,87,1202,230000,4613.52,5000031981,2010,300,Truck,0,ISUZU,Own Goods,
08-07-2012,07-07-2013,87,1202,180000,3990.48,5000031983,2010,300,Tanker,0,DAF,Own Goods,
08-07-2011,07-07-2012,87,1202,180000,3414.358,5000031983,2010,300,Tanker,0,DAF,Own Goods,
08-07-2012,07-07-2013,87,1202,200000,4532.97,5000031990,2010,6,Truck,0,FIAT,Own Goods,
08-07-2011,07-07-2012,87,1202,200000,3856.297,5000031990,2010,6,Truck,0,FIAT,Own Goods,
08-07-2012,07-07-2013,87,1202,180000,4264.38,5000031991,2010,85,Truck,0,FIAT,Own Goods,
08-07-2011,07-07-2012,87,1202,180000,3587.707,5000031991,2010,85,Truck,0,FIAT,Own Goods,
08-07-2012,07-07-2013,87,1202,200000,4532.97,5000031992,2010,82,Truck,0,NISSAN,Own Goods,
08-07-2011,07-07-2012,87,1202,200000,3856.297,5000031992,2010,82,Truck,0,NISSAN,Own Goods,
08-07-2012,07-07-2013,87,1202,198000,2993.61,5000031993,1986,258,Trailers and semitrailers,0,MESFIN,Own Goods,
08-07-2011,07-07-2012,87,1202,198000,2872.206,5000031993,1986,258,Trailers and semitrailers,0,MESFIN,Own Goods,
08-07-2012,07-07-2013,87,1202,60000,2771.62,5000031995,2010,15861,Tanker,0,DAF,Own Goods,
08-07-2011,07-07-2012,87,1202,60000,2051.332,5000031995,2010,15861,Tanker,0,DAF,Own Goods,
08-07-2012,07-07-2013,87,1202,246000,4025.43,5000031997,2010,6,Pick-up,2400,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,246000,3761.884,5000031997,2010,6,Pick-up,2400,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,246000,4025.43,5000031998,1998,6,Pick-up,2400,TOYOTA,Own Goods,29836.74
08-07-2011,07-07-2012,87,1202,246000,3761.884,5000031998,1998,6,Pick-up,2400,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,246000,4025.43,5000031999,1999,6,Pick-up,2400,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,246000,3761.884,5000031999,1999,6,Pick-up,2400,TOYOTA,Own Goods,
